iter	Passed	Remaining
202	4724	18547
203	4744	18511
204	4764	18476
205	4784	18442
206	4805	18411
207	4826	18376
208	4847	18348
209	4869	18319
210	4891	18289
211	4916	18274
212	4939	18249
213	4965	18238
214	4991	18224
215	5012	18192
216	5031	18156
217	5052	18125
218	5074	18097
219	5096	18068
220	5119	18047
221	5141	18018
222	5164	17995
223	5185	17964
224	5207	17936
225	5222	17885
226	5243	17855
227	5263	17823
228	5284	17791
229	5304	17757
230	5329	17740
231	5350	17710
232	5370	17679
233	5395	17662
234	5419	17642
235	5440	17611
236	5461	17584
237	5482	17551
238	5501	17517
239	5521	17485
240	5547	17469
241	5568	17441
242	5589	17411
243	5610	17383
244	5630	17349
245	5650	17319
246	5671	17289
247	5692	17260
248	5712	17227
249	5732	17198
250	5755	17176
251	5776	17145
252	5798	17121
253	5820	17094
254	5840	17064
255	5862	17036
256	5877	16992
257	5897	16962
258	5918	16932
259	5939	16904
260	5968	16897
261	5990	16873
262	6010	16841
263	6030	16813
264	6050	16781
265	6069	16749
266	6090	16720
267	6111	16691
268	6131	16661
269	6150	16630
270	6175	16611
271	6195	16583
272	6216	16554
273	6236	16524
274	6256	16493
275	6276	16463
276	6296	16434
277	6316	16405
278	6337	16377
279	6358	16349
280	6386	16342
281	6413	16330
282	6435	16305
283	6453	16270
284	6475	16245
285	6496	16217
286	6516	16187
287	6536	16158
288	6556	16129
289	6575	16099
290	6599	16080
291	6620	16051
292	6640	16024
293	6660	15994
294	6681	15966
295	6702	15940
296	6722	15911
297	6742	15883
298	6762	15855
299	6783	15827
300	6806	15806
301	6828	15783
302	6849	15756
303	6869	15726
304	6890	15701
305	6910	15673
306	6931	15646
307	6950	15616
308	6976	15602
309	6998	15577
310	7021	15556
311	7041	15527
312	7061	15499
313	7080	15468
314	7100	15440
315	7119	15411
316	7140	15383
317	7158	15353
318	7178	15325
319	7199	15298
320	7221	15275
321	7242	15249
322	7262	15221
323	7282	15194
324	7301	15164
325	7321	15137
326	7341	15108
327	7361	15081
328	7381	15055
329	7405	15036
330	7432	15022
331	7454	14998
332	7476	14975
333	7496	14947
334	7516	14920
335	7536	14892
336	7556	14866
337	7575	14837
338	7596	14812
339	7618	14787
340	7642	14769
341	7663	14743
342	7683	14717
343	7703	14690
344	7722	14661
345	7742	14635
346	7761	14606
347	7782	14581
348	7802	14555
349	7822	14527
350	7842	14500
351	7865	14479
352	7885	14453
353	7906	14427
354	7926	14401
355	7945	14372
356	7965	14346
357	7993	14335
358	8013	14308
359	8033	14281
360	8053	14255
361	8077	14235
362	8098	14211
363	8117	14183
364	8135	14153
365	8152	14121
366	8169	14089
367	8189	14063
368	8208	14036
369	8225	14005
370	8245	13978
371	8264	13951
372	8288	13932
373	8308	13906
374	8328	13880
375	8348	13854
376	8369	13830
377	8390	13805
378	8414	13786
379	8438	13768
380	8459	13744
381	8480	13719
382	8504	13700
383	8524	13675
384	8544	13649
385	8565	13625
386	8586	13601
387	8607	13576
388	8626	13549
389	8646	13523
390	8666	13497
391	8686	13473
392	8709	13452
393	8730	13428
394	8751	13404
395	8771	13378
396	8791	13353
397	8812	13329
398	8832	13304
399	8852	13278
400	8864	13242
401	8884	13216
402	8904	13191
403	8929	13173
404	8950	13148
405	8969	13123
406	8982	13086
407	9011	13076
408	9031	13050
409	9043	13014
410	9063	12988
411	9082	12962
412	9103	12938
413	9122	12912
414	9147	12894
415	9159	12858
416	9171	12822
417	9190	12796
418	9210	12771
419	9229	12746
420	9249	12720
421	9270	12696
422	9289	12671
423	9308	12646
424	9325	12617
425	9344	12591
426	9368	12571
427	9389	12548
428	9403	12516
429	9426	12495
430	9450	12476
431	9471	12452
432	9491	12429
433	9511	12405
434	9532	12380
435	9552	12356
436	9575	12336
437	9595	12312
438	9616	12288
439	9636	12264
440	9653	12236
441	9673	12212
442	9693	12187
443	9713	12163
444	9733	12139
445	9752	12114
446	9777	12095
447	9797	12072
448	9816	12046
449	9836	12022
450	9856	11997
451	9875	11973
452	9894	11948
453	9914	11924
454	9935	11900
455	9954	11875
456	9967	11842
457	9990	11822
458	10021	11811
459	10041	11787
460	10060	11763
461	10081	11739
462	10101	11716
463	10122	11693
464	10142	11669
465	10162	11644
466	10181	11620
467	10205	11601
468	10225	11577
469	10246	11554
470	10266	11530
471	10286	11506
472	10306	11482
473	10325	11458
474	10345	11434
475	10365	11410
476	10384	11386
477	10407	11365
478	10429	11344
479	10471	11344
480	10525	11356
481	10544	11332
482	10564	11308
483	10584	11284
484	10607	11264
485	10628	11240
486	10647	11215
487	10666	11191
488	10686	11166
489	10707	11144
490	10727	11120
491	10748	11097
492	10767	11073
493	10788	11050
494	10810	11028
495	10830	11005
496	10850	10981
497	10870	10958
498	10891	10935
499	10912	10912
500	10934	10890
501	10954	10867
502	10975	10844
503	10994	10820
504	11030	10811
505	11050	10788
506	11070	10764
507	11091	10742
508	11111	10718
509	11132	10695
510	11152	10672
511	11171	10648
512	11190	10623
513	11210	10600
514	11233	10579
515	11253	10556
516	11274	10533
517	11294	10509
518	11314	10486
519	11334	10462
520	11354	10439
521	11374	10415
522	11395	10393
523	11414	10369
524	11436	10346
525	11459	10326
526	11484	10307
527	11505	10285
528	11524	10261
529	11545	10238
530	11565	10215
531	11585	10191
532	11605	10168
533	11626	10145
534	11645	10122
535	11668	10100
536	11688	10077
537	11709	10054
538	11728	10031
539	11744	10004
540	11765	9982
541	11785	9959
542	11804	9935
543	11819	9907
544	11838	9883
545	11858	9860
546	11880	9838
547	11900	9815
548	11921	9793
549	11941	9770
550	11961	9747
551	11981	9724
552	12001	9701
553	12021	9677
554	12043	9656
555	12065	9634
556	12084	9611
557	12104	9588
558	12123	9564
559	12144	9542
560	12164	9519
561	12184	9496
562	12204	9473
563	12224	9450
564	12245	9427
565	12268	9407
566	12288	9384
567	12309	9361
568	12329	9339
569	12350	9317
570	12371	9294
571	12391	9272
572	12411	9249
573	12426	9222
574	12447	9200
575	12472	9181
576	12494	9160
577	12516	9138
578	12536	9115
579	12555	9092
580	12575	9068
581	12594	9045
582	12615	9023
583	12635	9000
584	12655	8977
585	12677	8956
586	12698	8934
587	12718	8911
588	12737	8888
589	12756	8864
590	12771	8838
591	12791	8815
592	12811	8792
593	12830	8769
594	12850	8746
595	12870	8724
596	12893	8703
597	12915	8682
598	12936	8660
599	12958	8638
600	12978	8616
601	12998	8593
602	13019	8571
603	13053	8558
604	13074	8535
605	13094	8513
606	13117	8493
607	13138	8470
608	13158	8448
609	13177	8425
610	13197	8402
611	13218	8380
612	13239	8358
613	13262	8337
614	13290	8320
615	13312	8298
616	13335	8278
617	13358	8256
618	13379	8235
619	13401	8214
620	13421	8191
621	13442	8169
622	13467	8149
623	13490	8128
624	13510	8106
625	13534	8085
626	13554	8063
627	13574	8041
628	13594	8018
629	13615	7996
630	13635	7973
631	13654	7950
632	13666	7923
633	13687	7901
634	13703	7877
635	13723	7854
636	13747	7834
637	13768	7812
638	13790	7790
639	13808	7767
640	13820	7740
641	13840	7717
642	13860	7695
643	13872	7668
644	13892	7646
645	13912	7624
646	13933	7602
647	13956	7581
648	13978	7560
649	13999	7538
650	14020	7516
651	14057	7502
652	14076	7480
653	14095	7457
654	14114	7434
655	14134	7411
656	14157	7391
657	14179	7370
658	14200	7347
659	14220	7325
660	14241	7303
661	14261	7281
662	14281	7259
663	14301	7237
664	14322	7214
665	14341	7192
666	14364	7171
667	14385	7149
668	14406	7127
669	14432	7108
670	14461	7090
671	14490	7072
672	14512	7051
673	14536	7030
674	14560	7010
675	14584	6990
676	14607	6969
677	14631	6948
678	14650	6926
679	14670	6903
680	14692	6882
681	14712	6859
682	14731	6837
683	14751	6815
684	14771	6792
685	14795	6772
686	14814	6749
687	14834	6727
688	14854	6705
689	14874	6682
690	14894	6660
691	14914	6638
692	14933	6615
693	14953	6593
694	14973	6571
695	14993	6548
696	15016	6527
697	15052	6512
698	15074	6491
699	15094	6469
700	15114	6447
701	15134	6424
702	15155	6402
703	15174	6380
704	15194	6357
705	15214	6335
706	15237	6314
707	15256	6292
708	15276	6269
709	15295	6247
710	15316	6225
711	15336	6203
712	15356	6181
713	15377	6159
714	15397	6137
715	15417	6115
716	15440	6094
717	15460	6072
718	15484	6051
719	15508	6031
720	15529	6009
721	15549	5987
722	15568	5964
723	15589	5943
724	15609	5920
725	15630	5899
726	15654	5878
727	15675	5856
728	15695	5834
729	15715	5812
730	15735	5790
731	15754	5768
732	15773	5745
733	15793	5723
734	15813	5701
735	15833	5679
736	15856	5658
737	15876	5636
738	15896	5614
739	15917	5592
740	15938	5570
741	15958	5549
742	15979	5527
743	15999	5505
744	16019	5483
745	16039	5461
746	16079	5445
747	16099	5423
748	16119	5401
749	16139	5379
750	16158	5357
751	16178	5335
752	16191	5311
753	16210	5288
754	16230	5266
755	16250	5244
756	16273	5223
757	16294	5202
758	16314	5180
759	16334	5158
760	16353	5136
761	16374	5114
762	16394	5092
763	16414	5070
764	16433	5048
765	16453	5026
766	16476	5005
767	16500	4984
768	16524	4963
769	16544	4941
770	16563	4919
771	16583	4897
772	16603	4875
773	16624	4854
774	16643	4832
775	16663	4810
776	16681	4787
777	16701	4765
778	16721	4743
779	16741	4721
780	16760	4699
781	16775	4676
782	16795	4654
783	16814	4632
784	16835	4611
785	16855	4589
786	16880	4568
787	16900	4546
788	16920	4525
789	16940	4503
790	16959	4481
791	16979	4459
792	16999	4437
793	17019	4415
794	17039	4393
795	17060	4372
796	17101	4355
797	17121	4333
798	17141	4312
799	17161	4290
800	17181	4268
801	17195	4245
802	17211	4222
803	17232	4200
804	17252	4179
805	17272	4157
806	17293	4135
807	17323	4116
808	17344	4095
809	17364	4073
810	17381	4050
811	17398	4028
812	17418	4006
813	17434	3983
814	17454	3962
815	17474	3940
816	17494	3918
817	17514	3896
818	17538	3875
819	17561	3854
820	17582	3833
821	17601	3811
822	17621	3789
823	17641	3768
824	17661	3746
825	17681	3724
826	17702	3703
827	17722	3681
828	17781	3667
829	17808	3647
830	17823	3624
831	17842	3602
832	17862	3581
833	17881	3559
834	17902	3537
835	17921	3515
836	17941	3493
837	17961	3472
838	17984	3451
839	18006	3429
840	18026	3408
841	18045	3386
842	18065	3364
843	18103	3346
844	18127	3325
845	18148	3303
846	18168	3281
847	18191	3260
848	18211	3238
849	18231	3217
850	18251	3195
851	18271	3173
852	18291	3152
853	18311	3130
854	18330	3108
855	18351	3087
856	18371	3065
857	18391	3043
858	18413	3022
859	18435	3001
860	18459	2980
861	18482	2958
862	18504	2937
863	18530	2916
864	18557	2896
865	18575	2874
866	18598	2853
867	18624	2832
868	18646	2810
869	18667	2789
870	18687	2767
871	18708	2746
872	18727	2724
873	18747	2702
874	18767	2681
875	18787	2659
876	18806	2637
877	18826	2616
878	18850	2594
879	18869	2573
880	18890	2551
881	18909	2529
882	18929	2508
883	18949	2486
884	18969	2464
885	18989	2443
886	19010	2421
887	19030	2400
888	19052	2378
889	19075	2357
890	19096	2336
891	19139	2317
892	19161	2295
893	19183	2274
894	19204	2253
895	19227	2231
896	19248	2210
897	19272	2189
898	19296	2167
899	19317	2146
900	19343	2125
901	19370	2104
902	19395	2083
903	19418	2062
904	19441	2040
905	19465	2019
906	19491	1998
907	19514	1977
908	19538	1955
909	19560	1934
910	19588	1913
911	19612	1892
912	19637	1871
913	19662	1850
914	19691	1829
915	19719	1808
916	19743	1787
917	19767	1765
918	19792	1744
919	19818	1723
920	19845	1702
921	19872	1681
922	19896	1659
923	19926	1638
924	19952	1617
925	19979	1596
926	20005	1575
927	20024	1553
928	20047	1532
929	20072	1510
930	20100	1489
931	20155	1470
932	20187	1449
933	20221	1428
934	20250	1407
935	20279	1386
936	20304	1365
937	20325	1343
938	20344	1321
939	20373	1300
940	20394	1278
941	20415	1257
942	20440	1235
943	20462	1213
944	20485	1192
945	20505	1170
946	20526	1148
947	20548	1127
948	20574	1105
949	20597	1084
950	20621	1062
951	20648	1041
952	20674	1019
953	20699	998
954	20720	976
955	20743	954
956	20767	933
957	20794	911
958	20818	890
959	20842	868
960	20863	846
961	20887	825
962	20909	803
963	20931	781
964	20956	760
965	20977	738
966	21000	716
967	21026	695
968	21047	673
969	21073	651
970	21095	630
971	21116	608
972	21142	586
973	21182	565
974	21207	543
975	21225	521
976	21245	500
977	21266	478
978	21287	456
979	21308	434
980	21327	413
981	21348	391
982	21374	369
983	21395	347
984	21421	326
985	21442	304
986	21464	282
987	21489	261
988	21510	239
989	21531	217
990	21557	195
991	21579	174
992	21602	152
993	21627	130
994	21652	108
995	21674	87
996	21701	65
997	21723	43
998	21744	21
999	21769	0
