iter	Logloss
394	0.2390964111
395	0.2390126416
396	0.2389275879
397	0.2388370361
398	0.2387504395
399	0.2386499463
400	0.2385697656
401	0.238487959
402	0.2383974805
403	0.2383047852
404	0.2382130664
405	0.2381290869
406	0.238049917
407	0.2379637646
408	0.2378762012
409	0.2377954248
410	0.2377060107
411	0.237635293
412	0.2375619043
413	0.2374707227
414	0.2373990088
415	0.2372998486
416	0.2372187891
417	0.2371400781
418	0.2370678076
419	0.2369891992
420	0.2369187451
421	0.2368375537
422	0.2367602832
423	0.236681748
424	0.2366015771
425	0.2365120898
426	0.2364224805
427	0.2363515234
428	0.2362613037
429	0.2361715039
430	0.2360894287
431	0.2360008447
432	0.2359298633
433	0.2358497998
434	0.2357744385
435	0.2357070459
436	0.2356182764
437	0.2355270898
438	0.2354511523
439	0.2353762891
440	0.2352982324
441	0.2352253467
442	0.2351452588
443	0.2350562109
444	0.2349640137
445	0.2348799463
446	0.2348025488
447	0.234719873
448	0.2346365088
449	0.2345655713
450	0.234493291
451	0.2344185449
452	0.2343459033
453	0.2342627979
454	0.2341824609
455	0.234100293
456	0.2340351807
457	0.2339470361
458	0.233867915
459	0.2337938184
460	0.2337195947
461	0.2336518604
462	0.2335729932
463	0.2334933398
464	0.233417627
465	0.2333544971
466	0.2332908838
467	0.2332154297
468	0.2331535498
469	0.2330719287
470	0.2330022803
471	0.2329322607
472	0.2328543164
473	0.2327857715
474	0.2327178027
475	0.2326488965
476	0.2325687305
477	0.2325037891
478	0.2324344873
479	0.2323655908
480	0.2322878516
481	0.2322330859
482	0.232156167
483	0.2320926904
484	0.232019707
485	0.2319540674
486	0.2318813867
487	0.2318094189
488	0.2317381104
489	0.2316662842
490	0.2316057617
491	0.231537334
492	0.2314742529
493	0.2314133057
494	0.231347793
495	0.2312682861
496	0.2311951953
497	0.2311175391
498	0.231048252
499	0.230984502
500	0.2309087793
501	0.2308556641
502	0.2307786865
503	0.2307092188
504	0.2306437744
505	0.2305747656
506	0.2305079785
507	0.2304444043
508	0.2303729102
509	0.2303015332
510	0.2302293018
511	0.2301702686
512	0.2301149561
513	0.2300414648
514	0.2299747656
515	0.2299123584
516	0.2298526709
517	0.2297996777
518	0.2297278223
519	0.2296618213
520	0.2295872363
521	0.2295202344
522	0.2294662012
523	0.2294066406
524	0.2293447314
525	0.2292836523
526	0.2292268896
527	0.2291669678
528	0.2291041406
529	0.2290378174
530	0.22897375
531	0.2289064551
532	0.2288328809
533	0.2287626123
534	0.2286949951
535	0.228631875
536	0.228566084
537	0.2285008936
538	0.2284437793
539	0.2283736133
540	0.2283118164
541	0.2282558594
542	0.2281953516
543	0.2281352344
544	0.2280761328
545	0.2280146143
546	0.227955127
547	0.2279016113
548	0.2278411182
549	0.2277588477
550	0.2276908643
551	0.2276305957
552	0.2275771484
553	0.2275093799
554	0.2274598535
555	0.22740104
556	0.2273361621
557	0.2272823877
558	0.2272179541
559	0.2271604004
560	0.2271029785
561	0.2270407812
562	0.2269834961
563	0.2269313965
564	0.2268775684
565	0.2268290186
566	0.2267741016
567	0.2267117969
568	0.2266466699
569	0.226586377
570	0.2265272412
571	0.2264650293
572	0.2264066016
573	0.2263537793
574	0.2262934473
575	0.2262279492
576	0.2261725195
577	0.2261136426
578	0.2260561523
579	0.2260030371
580	0.2259504346
581	0.2258916602
582	0.2258318848
583	0.2257773096
584	0.2257205078
585	0.2256610693
586	0.2255999854
587	0.2255375879
588	0.2254786084
589	0.225423252
590	0.2253747949
591	0.2253223535
592	0.2252626025
593	0.2252024365
594	0.2251380029
595	0.2250869971
596	0.2250334375
597	0.2249823486
598	0.2249197021
599	0.2248669971
600	0.2248235596
601	0.2247715234
602	0.2247212012
603	0.2246685986
604	0.22461375
605	0.2245660156
606	0.2245205176
607	0.2244660059
608	0.2244136133
609	0.2243623486
610	0.2243106201
611	0.2242576318
612	0.2242063574
613	0.2241524707
614	0.2240950195
615	0.2240349316
616	0.2239883154
617	0.2239356152
618	0.223878999
619	0.2238315967
620	0.223776543
621	0.2237185596
622	0.2236742334
623	0.22362771
624	0.2235661523
625	0.223516416
626	0.2234519971
627	0.2233929053
628	0.2233446875
629	0.2232907471
630	0.2232505029
631	0.2231994434
632	0.2231531689
633	0.2231158301
634	0.2230632178
635	0.2230052979
636	0.2229641504
637	0.2229231885
638	0.2228794873
639	0.2228319629
640	0.2227864453
641	0.222742041
642	0.2226834961
643	0.2226247412
644	0.2225723486
645	0.2225261768
646	0.2224770215
647	0.2224234521
648	0.2223769727
649	0.222323501
650	0.2222764453
651	0.2222271777
652	0.2221781152
653	0.2221363379
654	0.2220875146
655	0.2220363379
656	0.2219928613
657	0.2219380859
658	0.2218845312
659	0.2218254346
660	0.2217712744
661	0.2217194824
662	0.2216731348
663	0.2216255029
664	0.2215782715
665	0.2215340283
666	0.2214877051
667	0.2214320654
668	0.2213782813
669	0.2213340576
670	0.2212880469
671	0.221242915
672	0.2211968115
673	0.2211572656
674	0.2211068164
675	0.2210614063
676	0.2210193555
677	0.2209725781
678	0.2209267773
679	0.2208838184
680	0.2208438721
681	0.2208004346
682	0.22075
683	0.2207091553
684	0.2206593457
685	0.2206127734
686	0.2205657373
687	0.2205127246
688	0.2204709277
689	0.2204185254
690	0.2203781787
691	0.2203246045
692	0.2202813379
693	0.2202423389
694	0.2202034619
695	0.2201560254
696	0.2201187256
697	0.2200717383
698	0.2200208301
699	0.2199783008
700	0.2199305322
701	0.2198824902
702	0.2198339648
703	0.2197930518
704	0.219744165
705	0.2196937305
706	0.2196502295
707	0.2196066895
708	0.2195542773
709	0.219499248
710	0.2194550244
711	0.2194164063
712	0.2193718359
713	0.2193316016
714	0.2192891113
715	0.2192380664
716	0.2191952783
717	0.2191511035
718	0.2191035107
719	0.2190619336
720	0.2190127441
721	0.218963457
722	0.2189229639
723	0.2188868457
724	0.2188445166
725	0.218799126
726	0.218754165
727	0.2187017139
728	0.2186576709
729	0.21862271
730	0.2185842822
731	0.2185388428
732	0.2185025244
733	0.2184605664
734	0.2184216113
735	0.2183839307
736	0.218344917
737	0.2182994385
738	0.2182581982
739	0.2182164453
740	0.2181767236
741	0.2181361914
742	0.2180900391
743	0.2180518604
744	0.2180212744
745	0.2179832812
746	0.2179439307
747	0.2179019824
748	0.2178630078
749	0.2178191895
750	0.2177765234
751	0.217741709
752	0.2177012939
753	0.2176657812
754	0.217623457
755	0.2175861084
756	0.2175459961
757	0.2175044141
758	0.217463916
759	0.2174257324
760	0.217386709
761	0.217345415
762	0.2173061475
763	0.2172712354
764	0.2172284473
765	0.2171893506
766	0.2171487207
767	0.2171114941
768	0.2170677148
769	0.2170341602
770	0.2169929346
771	0.2169571973
772	0.2169195605
773	0.2168806445
774	0.216834292
775	0.216790708
776	0.2167532813
777	0.2167085791
778	0.2166643652
779	0.2166204834
780	0.2165820361
781	0.216545918
782	0.216502749
783	0.2164642529
784	0.2164212939
785	0.2163797217
786	0.216346543
787	0.2163102686
788	0.216277207
789	0.216240127
790	0.2162071436
791	0.2161660498
792	0.2161295752
793	0.2160934521
794	0.2160562109
795	0.2160121631
796	0.2159694092
797	0.2159227783
798	0.2158834326
799	0.2158474854
800	0.2158043555
801	0.2157690234
802	0.2157279004
803	0.2156945459
804	0.2156564111
805	0.215617666
806	0.2155802637
807	0.2155422412
808	0.2155071191
809	0.2154666162
810	0.2154340674
811	0.2153891064
812	0.2153511182
813	0.215314707
814	0.2152743213
815	0.2152367529
816	0.2152005225
817	0.215165376
818	0.2151306445
819	0.2150946924
820	0.2150518555
821	0.2150107568
822	0.2149736182
823	0.2149327344
824	0.2148955859
825	0.214857168
826	0.2148245654
827	0.2147878906
828	0.2147475586
829	0.214711416
830	0.2146737744
831	0.2146417041
832	0.2146052148
833	0.2145703564
834	0.214533374
835	0.2144982861
836	0.2144624561
837	0.2144240625
838	0.2143865039
839	0.2143512256
840	0.2143167334
841	0.214284751
842	0.2142529443
843	0.2142153906
844	0.2141778467
845	0.2141364844
846	0.2140951123
847	0.2140578418
848	0.2140239355
849	0.2139907764
850	0.2139558887
851	0.21391604
852	0.2138775342
853	0.2138428076
854	0.2138097656
855	0.2137709766
856	0.2137315723
857	0.2136926953
858	0.2136574023
859	0.2136231641
860	0.2135864893
861	0.2135501465
862	0.2135199707
863	0.2134863525
864	0.2134513574
865	0.2134192773
866	0.2133879883
867	0.21335896
868	0.2133297412
869	0.2132876123
870	0.2132513672
871	0.2132216504
872	0.2131895752
873	0.2131504541
874	0.213117876
875	0.2130804834
876	0.2130458252
877	0.2130139453
878	0.2129806494
879	0.2129474121
880	0.2129054199
881	0.212873584
882	0.2128405908
883	0.212810752
884	0.2127741455
885	0.212740459
886	0.2127054297
887	0.2126682227
888	0.2126296191
889	0.21259625
890	0.2125602344
891	0.2125226904
892	0.2124848877
893	0.2124539795
894	0.2124216406
895	0.2123930859
896	0.2123602197
897	0.2123292725
898	0.2122922559
899	0.2122628027
900	0.212231875
901	0.2121947754
902	0.2121648486
903	0.2121356592
904	0.212105498
905	0.2120785645
906	0.2120430078
907	0.212007749
908	0.2119834717
909	0.2119469727
910	0.2119140088
911	0.2118874902
912	0.2118484082
913	0.2118145703
914	0.2117808252
915	0.2117455566
916	0.211713877
917	0.2116896729
918	0.2116595557
919	0.2116330615
920	0.2116055078
921	0.2115710303
922	0.2115406494
923	0.2115105908
924	0.211478457
925	0.2114480566
926	0.2114160107
927	0.2113831543
928	0.2113521436
929	0.2113213916
930	0.2112862646
931	0.2112566455
932	0.2112287646
933	0.2111985059
934	0.2111655957
935	0.2111341748
936	0.211106875
937	0.2110734766
938	0.2110424414
939	0.2110171533
940	0.2109799609
941	0.210950957
942	0.2109221826
943	0.2108904395
944	0.2108621387
945	0.2108313135
946	0.2108001855
947	0.2107702051
948	0.2107398584
949	0.2107078955
950	0.2106834473
951	0.2106563525
952	0.210625293
953	0.2105968701
954	0.2105651465
955	0.210529917
956	0.2104969189
957	0.2104647559
958	0.2104320557
959	0.2104004297
960	0.2103741113
961	0.210342666
962	0.2103160596
963	0.210279668
964	0.2102546875
965	0.2102239551
966	0.2101960498
967	0.2101689893
968	0.2101333008
969	0.210107251
970	0.2100809619
971	0.2100511572
972	0.2100207715
973	0.209993208
974	0.2099678467
975	0.2099414111
976	0.2099104687
977	0.2098774707
978	0.2098434375
979	0.2098103662
980	0.2097801465
981	0.2097482227
982	0.2097176709
983	0.2096866602
984	0.2096614258
985	0.2096347461
986	0.2096039502
987	0.209572373
988	0.2095469727
989	0.2095249268
990	0.2094933496
991	0.2094628906
992	0.209431084
993	0.2093999707
994	0.2093757813
995	0.2093442578
996	0.2093123584
997	0.2092855078
998	0.2092547266
999	0.209232915
